user_id,distance,duration,date
458,3804.0,25.0,2021-05-08
458,2667.0,25.0,2021-05-28
458,1023.0,18.0,2021-07-02
458,3787.0,22.0,2021-08-27
458,2570.0,11.0,2021-09-19
458,519.0,14.0,2021-09-28
458,3151.0,18.0,2021-09-29
458,3716.0,20.0,2021-10-02
458,4343.0,30.0,2021-10-16
458,3260.0,14.0,2021-10-20
458,3413.0,17.0,2021-11-04
458,2774.0,24.0,2021-11-17
458,2824.0,11.0,2021-12-03
459,4023.0,13.0,2021-01-18
459,3545.0,13.0,2021-02-08
459,3664.0,20.0,2021-03-22
459,3162.0,13.0,2021-04-10
459,3019.0,20.0,2021-07-23
459,2302.0,17.0,2021-08-01
459,3391.0,14.0,2021-08-11
459,2896.0,14.0,2021-11-02
460,3489.0,21.0,2021-02-06
460,3337.0,20.0,2021-03-08
460,862.0,7.0,2021-03-25
460,3877.0,14.0,2021-05-03
460,3494.0,26.0,2021-07-05
460,3310.0,16.0,2021-07-17
460,4468.0,21.0,2021-07-20
460,3669.0,15.0,2021-08-19
460,2321.0,17.0,2021-09-27
461,2288.0,14.0,2021-01-17
461,2923.0,14.0,2021-03-23
461,3181.0,31.0,2021-04-10
461,4339.0,14.0,2021-04-27
461,2032.0,22.0,2021-05-06
461,3410.0,27.0,2021-07-08
461,2715.0,18.0,2021-08-11
461,2565.0,12.0,2021-10-27
461,3611.0,22.0,2021-11-09
461,980.0,6.0,2021-12-13
462,2845.0,19.0,2021-01-18
462,1350.0,12.0,2021-01-20
462,3923.0,20.0,2021-01-23
462,2830.0,23.0,2021-05-20
462,2245.0,19.0,2021-05-23
462,2954.0,16.0,2021-06-27
462,1270.0,13.0,2021-08-15
462,3254.0,13.0,2021-10-15
462,4335.0,23.0,2021-11-01
462,4458.0,29.0,2021-11-15
462,2701.0,23.0,2021-12-02
463,4437.0,19.0,2021-02-04
463,3257.0,19.0,2021-02-04
463,3250.0,21.0,2021-02-21
463,2583.0,18.0,2021-02-21
463,2800.0,25.0,2021-03-09
463,2998.0,14.0,2021-06-17
463,2640.0,13.0,2021-07-17
463,918.0,14.0,2021-08-19
463,3456.0,20.0,2021-08-22
464,3261.0,19.0,2021-01-31
464,2975.0,20.0,2021-02-19
464,2860.0,18.0,2021-05-29
464,2882.0,22.0,2021-06-04
464,4097.0,20.0,2021-07-04
464,3111.0,19.0,2021-09-28
464,3500.0,13.0,2021-10-27
465,4262.0,15.0,2021-01-02
465,4235.0,14.0,2021-01-24
465,3327.0,18.0,2021-02-20
465,4257.0,14.0,2021-03-11
465,3613.0,25.0,2021-04-14
465,3458.0,15.0,2021-05-12
465,4512.0,19.0,2021-06-16
465,3110.0,22.0,2021-08-03
465,4479.0,34.0,2021-11-29
466,4296.0,22.0,2021-01-04
466,2827.0,29.0,2021-01-13
466,3450.0,13.0,2021-05-24
466,3143.0,24.0,2021-05-27
466,3000.0,16.0,2021-06-27
466,3437.0,15.0,2021-07-24
466,3335.0,30.0,2021-08-26
466,3624.0,22.0,2021-10-31
467,2701.0,9.0,2021-01-06
467,2471.0,15.0,2021-01-11
467,4237.0,28.0,2021-02-15
467,3661.0,18.0,2021-03-05
467,2832.0,18.0,2021-03-25
467,2457.0,13.0,2021-05-17
467,3794.0,14.0,2021-05-30
467,807.0,12.0,2021-06-14
467,3308.0,14.0,2021-06-19
467,3079.0,21.0,2021-08-31
467,3195.0,21.0,2021-09-06
467,3361.0,28.0,2021-10-23
468,1280.0,12.0,2021-01-04
468,2775.0,12.0,2021-01-17
468,580.0,11.0,2021-01-19
468,2752.0,13.0,2021-03-17
468,3081.0,12.0,2021-04-02
468,4099.0,32.0,2021-06-03
468,3475.0,15.0,2021-07-07
468,3239.0,29.0,2021-07-15
468,4751.0,20.0,2021-07-16
468,2643.0,13.0,2021-08-23
468,2923.0,21.0,2021-09-20
468,2740.0,16.0,2021-09-27
468,4244.0,15.0,2021-10-13
468,3889.0,18.0,2021-10-20
468,3446.0,21.0,2021-11-01
468,3228.0,18.0,2021-11-24
468,2612.0,16.0,2021-12-03
468,2265.0,18.0,2021-12-04
468,2681.0,11.0,2021-12-12
469,3407.0,19.0,2021-01-01
469,2769.0,16.0,2021-02-11
469,2871.0,22.0,2021-06-22
469,2764.0,21.0,2021-07-16
469,3708.0,21.0,2021-11-10
469,2600.0,12.0,2021-12-07
470,3534.0,12.0,2021-05-06
470,4180.0,32.0,2021-06-08
470,2561.0,22.0,2021-08-17
470,3004.0,19.0,2021-10-06
470,1412.0,17.0,2021-11-19
470,4106.0,24.0,2021-11-20
470,3157.0,17.0,2021-11-22
471,3599.0,15.0,2021-01-12
471,3008.0,24.0,2021-03-02
471,3032.0,18.0,2021-04-22
471,2635.0,29.0,2021-05-16
471,664.0,17.0,2021-07-17
471,3437.0,31.0,2021-07-18
471,2598.0,11.0,2021-08-26
471,3039.0,23.0,2021-10-31
471,2993.0,20.0,2021-11-03
472,2665.0,17.0,2021-03-09
472,3161.0,25.0,2021-03-21
472,2785.0,21.0,2021-04-09
472,2537.0,9.0,2021-05-04
472,1265.0,11.0,2021-06-10
472,4078.0,19.0,2021-06-29
472,1526.0,16.0,2021-12-09
473,3119.0,16.0,2021-01-28
473,3952.0,20.0,2021-02-16
473,3244.0,13.0,2021-02-16
473,2394.0,12.0,2021-03-18
473,2792.0,24.0,2021-06-28
473,2796.0,23.0,2021-07-17
473,3318.0,15.0,2021-08-16
473,3116.0,22.0,2021-08-22
473,3251.0,21.0,2021-09-09
473,2706.0,15.0,2021-09-11
474,4509.0,23.0,2021-03-10
474,3731.0,24.0,2021-05-17
474,4065.0,29.0,2021-05-25
474,3534.0,19.0,2021-07-07
474,2592.0,17.0,2021-10-08
474,2701.0,21.0,2021-11-13
474,2219.0,19.0,2021-11-22
474,3137.0,18.0,2021-12-27
475,4032.0,23.0,2021-01-01
475,4085.0,19.0,2021-03-15
475,3473.0,20.0,2021-05-19
475,2305.0,14.0,2021-06-21
475,4241.0,20.0,2021-07-09
475,1117.0,11.0,2021-07-29
475,3589.0,22.0,2021-08-02
475,3326.0,11.0,2021-12-02
475,3855.0,33.0,2021-12-07
475,2525.0,16.0,2021-12-11
475,3522.0,16.0,2021-12-26
476,3568.0,34.0,2021-03-04
476,1088.0,8.0,2021-03-24
476,2997.0,23.0,2021-04-02
476,3778.0,23.0,2021-04-18
476,2930.0,19.0,2021-05-14
476,3167.0,14.0,2021-06-04
476,3378.0,28.0,2021-09-03
477,4430.0,26.0,2021-01-25
477,2794.0,25.0,2021-02-17
477,2867.0,16.0,2021-02-20
477,2802.0,13.0,2021-05-06
477,2908.0,21.0,2021-06-02
477,2069.0,18.0,2021-08-03
478,2347.0,17.0,2021-01-23
478,3370.0,19.0,2021-03-20
478,2879.0,18.0,2021-07-08
478,2922.0,10.0,2021-07-13
478,2877.0,20.0,2021-08-31
478,4023.0,22.0,2021-09-12
478,2987.0,22.0,2021-09-20
478,666.0,13.0,2021-09-25
478,2800.0,16.0,2021-10-12
478,3553.0,23.0,2021-11-01
478,2946.0,13.0,2021-12-15
479,3017.0,12.0,2021-04-28
479,2895.0,30.0,2021-08-11
479,3150.0,25.0,2021-09-01
479,3244.0,29.0,2021-09-02
479,3020.0,21.0,2021-09-24
479,3396.0,27.0,2021-10-14
479,4706.0,22.0,2021-10-19
479,2598.0,18.0,2021-12-07
480,2216.0,27.0,2021-02-09
480,3489.0,27.0,2021-03-08
480,3563.0,20.0,2021-03-19
480,2526.0,11.0,2021-05-02
480,3361.0,20.0,2021-05-16
480,2912.0,20.0,2021-05-17
480,3261.0,13.0,2021-10-14
481,3242.0,19.0,2021-02-28
481,3657.0,27.0,2021-03-18
481,3318.0,15.0,2021-04-15
481,3529.0,16.0,2021-04-24
481,3264.0,26.0,2021-06-14
481,3586.0,28.0,2021-07-15
481,3538.0,30.0,2021-08-25
481,3106.0,20.0,2021-10-28
481,3931.0,16.0,2021-11-27
482,3861.0,22.0,2021-04-22
482,3282.0,16.0,2021-05-17
482,2825.0,11.0,2021-07-09
482,2809.0,14.0,2021-10-29
483,2608.0,16.0,2021-02-19
483,3314.0,23.0,2021-04-04
483,2067.0,13.0,2021-05-04
483,3790.0,20.0,2021-05-25
483,1383.0,19.0,2021-07-18
483,3002.0,13.0,2021-10-18
483,2741.0,14.0,2021-12-21
484,2229.0,17.0,2021-02-04
484,3985.0,26.0,2021-02-25
484,3237.0,21.0,2021-03-19
484,3535.0,20.0,2021-04-10
484,3548.0,15.0,2021-04-12
484,2785.0,10.0,2021-05-12
484,3300.0,29.0,2021-05-18
484,2700.0,15.0,2021-05-27
484,2439.0,21.0,2021-06-18
484,3334.0,23.0,2021-08-26
484,3098.0,13.0,2021-09-15
484,3130.0,17.0,2021-11-10
484,3569.0,17.0,2021-12-04
484,3182.0,24.0,2021-12-10
485,4209.0,21.0,2021-02-19
485,3375.0,21.0,2021-03-09
485,3982.0,20.0,2021-03-31
485,3729.0,15.0,2021-06-05
485,2590.0,16.0,2021-09-08
485,3197.0,18.0,2021-09-21
485,2955.0,18.0,2021-09-21
485,2998.0,13.0,2021-11-21
485,3077.0,15.0,2021-12-28
485,2636.0,22.0,2021-12-28
486,2822.0,23.0,2021-01-25
486,809.0,13.0,2021-02-01
486,4700.0,22.0,2021-02-27
486,2637.0,28.0,2021-03-19
486,3039.0,20.0,2021-04-03
486,4843.0,35.0,2021-04-06
486,3043.0,19.0,2021-04-07
486,3179.0,12.0,2021-07-13
486,2816.0,20.0,2021-07-19
486,3165.0,14.0,2021-09-04
487,3034.0,18.0,2021-01-05
487,2628.0,17.0,2021-03-09
487,4267.0,23.0,2021-03-13
487,3265.0,13.0,2021-05-07
487,2763.0,18.0,2021-06-15
487,4067.0,22.0,2021-07-19
487,2952.0,10.0,2021-08-07
487,3362.0,14.0,2021-10-09
488,2386.0,11.0,2021-02-05
488,3189.0,21.0,2021-02-24
488,3313.0,16.0,2021-03-05
488,3097.0,22.0,2021-03-20
488,3589.0,28.0,2021-03-30
488,2922.0,15.0,2021-04-24
488,784.0,7.0,2021-06-23
488,3152.0,20.0,2021-08-03
488,2899.0,20.0,2021-10-28
488,3458.0,12.0,2021-10-31
488,2966.0,18.0,2021-11-24
489,3492.0,19.0,2021-03-05
489,2930.0,29.0,2021-03-29
489,2283.0,14.0,2021-04-05
489,3071.0,18.0,2021-05-13
489,2854.0,19.0,2021-05-21
489,3900.0,27.0,2021-07-20
489,2633.0,16.0,2021-08-12
489,3337.0,21.0,2021-11-08
489,3455.0,17.0,2021-11-22
489,2830.0,12.0,2021-12-14
489,1091.0,15.0,2021-12-16
490,2252.0,17.0,2021-03-06
490,3054.0,21.0,2021-03-12
490,4365.0,24.0,2021-03-24
490,3075.0,16.0,2021-04-08
490,4002.0,21.0,2021-04-24
490,3904.0,24.0,2021-05-19
490,2492.0,22.0,2021-08-26
491,3682.0,18.0,2021-01-09
491,3370.0,12.0,2021-03-04
491,3440.0,18.0,2021-07-06
491,4158.0,21.0,2021-07-20
491,4618.0,24.0,2021-07-24
491,3278.0,21.0,2021-12-29
492,2584.0,14.0,2021-01-17
492,2632.0,22.0,2021-03-01
492,2689.0,25.0,2021-07-26
492,3742.0,17.0,2021-08-17
492,3743.0,24.0,2021-09-23
492,4584.0,16.0,2021-12-19
492,3301.0,24.0,2021-12-22
493,3130.0,16.0,2021-01-19
493,2687.0,20.0,2021-04-14
493,3095.0,13.0,2021-04-19
493,3998.0,19.0,2021-04-25
493,3468.0,24.0,2021-05-21
493,3333.0,19.0,2021-05-31
493,3112.0,23.0,2021-07-25
493,4514.0,22.0,2021-08-09
493,2910.0,14.0,2021-08-16
493,4269.0,29.0,2021-09-14
493,803.0,16.0,2021-10-19
493,3023.0,20.0,2021-10-20
493,2408.0,27.0,2021-11-15
494,3282.0,25.0,2021-02-14
494,3871.0,28.0,2021-03-22
494,3730.0,32.0,2021-04-26
494,4393.0,15.0,2021-05-10
495,3153.0,14.0,2021-02-05
495,4280.0,25.0,2021-02-06
495,3070.0,19.0,2021-02-24
495,2804.0,17.0,2021-03-30
495,4148.0,20.0,2021-04-04
495,4208.0,23.0,2021-04-14
495,3960.0,20.0,2021-07-26
495,2092.0,20.0,2021-08-05
495,3052.0,14.0,2021-10-31
495,2834.0,23.0,2021-11-01
495,4516.0,19.0,2021-12-09
495,2654.0,16.0,2021-12-24
496,3183.0,32.0,2021-03-12
496,3970.0,28.0,2021-06-13
496,923.0,13.0,2021-06-14
496,3387.0,27.0,2021-06-19
496,3011.0,12.0,2021-09-26
496,3989.0,13.0,2021-11-06
496,3020.0,24.0,2021-11-25
497,500.0,11.0,2021-01-12
497,3137.0,15.0,2021-02-07
497,2835.0,19.0,2021-06-02
497,3008.0,18.0,2021-07-01
497,1388.0,19.0,2021-07-13
497,2837.0,20.0,2021-08-23
497,2953.0,18.0,2021-09-20
497,3257.0,12.0,2021-12-01
497,1425.0,13.0,2021-12-04
497,4002.0,24.0,2021-12-22
498,3181.0,12.0,2021-02-15
498,3720.0,15.0,2021-03-24
498,1102.0,8.0,2021-04-23
498,3910.0,21.0,2021-05-09
498,3256.0,21.0,2021-05-23
498,4007.0,31.0,2021-07-26
498,3246.0,32.0,2021-08-04
498,3559.0,12.0,2021-08-26
498,3528.0,30.0,2021-09-23
498,3336.0,18.0,2021-10-31
498,3254.0,17.0,2021-11-11
498,3167.0,19.0,2021-11-25
499,4399.0,24.0,2021-01-10
499,3189.0,17.0,2021-03-05
499,3540.0,26.0,2021-03-24
499,3224.0,15.0,2021-05-20
499,3110.0,20.0,2021-07-31
499,3203.0,14.0,2021-08-02
499,3925.0,17.0,2021-08-13
499,2741.0,13.0,2021-11-16
499,3076.0,22.0,2021-12-03
500,3975.0,16.0,2021-01-09
500,3598.0,22.0,2021-02-25
500,3042.0,20.0,2021-03-01
500,2363.0,18.0,2021-03-13
500,3585.0,21.0,2021-04-14
500,3072.0,22.0,2021-04-22
500,3159.0,24.0,2021-05-11
500,3171.0,15.0,2021-05-22
500,2571.0,17.0,2021-06-30
500,855.0,7.0,2021-07-26
500,3318.0,21.0,2021-09-07
500,989.0,8.0,2021-11-03
500,4219.0,21.0,2021-11-29
500,4162.0,21.0,2021-12-09
501,2736.0,16.0,2021-01-02
501,3123.0,18.0,2021-01-25
501,2905.0,24.0,2021-03-05
501,2955.0,19.0,2021-03-08
501,2792.0,13.0,2021-04-08
501,3199.0,13.0,2021-04-24
501,3244.0,18.0,2021-04-28
501,3153.0,15.0,2021-05-24
501,4103.0,37.0,2021-05-24
501,3271.0,13.0,2021-12-11
502,3021.0,26.0,2021-01-01
502,3431.0,21.0,2021-02-14
502,3428.0,25.0,2021-03-23
502,3073.0,16.0,2021-04-25
502,2869.0,17.0,2021-10-09
502,3010.0,11.0,2021-10-19
502,4144.0,23.0,2021-11-22
503,4048.0,31.0,2021-02-14
503,3271.0,24.0,2021-03-01
503,4510.0,15.0,2021-04-04
503,3227.0,15.0,2021-04-06
503,3452.0,21.0,2021-06-28
503,3657.0,17.0,2021-08-13
503,3852.0,19.0,2021-08-19
503,3028.0,25.0,2021-08-25
503,4490.0,26.0,2021-11-28
503,2833.0,25.0,2021-12-26
503,3613.0,18.0,2021-12-27
504,2872.0,21.0,2021-01-09
504,3926.0,16.0,2021-01-21
504,2914.0,19.0,2021-03-28
504,3425.0,22.0,2021-04-14
504,3472.0,19.0,2021-04-22
504,2924.0,20.0,2021-06-09
504,3524.0,13.0,2021-06-18
504,2989.0,18.0,2021-07-04
504,2900.0,13.0,2021-07-06
504,2446.0,24.0,2021-07-21
504,3269.0,18.0,2021-07-25
504,3390.0,28.0,2021-08-12
504,3165.0,19.0,2021-08-21
504,3290.0,20.0,2021-08-22
504,3155.0,17.0,2021-08-22
504,3723.0,24.0,2021-10-16
504,3188.0,17.0,2021-10-16
504,3419.0,20.0,2021-10-17
505,3780.0,26.0,2021-01-29
505,5391.0,22.0,2021-04-08
505,2646.0,12.0,2021-04-16
505,3091.0,29.0,2021-08-03
505,3217.0,16.0,2021-08-12
505,3113.0,19.0,2021-09-05
505,3779.0,17.0,2021-09-12
505,480.0,15.0,2021-09-19
505,3124.0,23.0,2021-10-03
505,501.0,9.0,2021-12-22
506,2519.0,17.0,2021-01-04
506,2886.0,16.0,2021-01-08
506,3139.0,18.0,2021-07-04
506,4200.0,17.0,2021-07-17
506,3121.0,18.0,2021-07-28
506,2647.0,21.0,2021-08-17
506,2765.0,16.0,2021-10-02
506,2423.0,24.0,2021-10-30
507,4645.0,40.0,2021-01-15
507,3163.0,21.0,2021-03-12
507,1269.0,7.0,2021-05-12
507,4334.0,25.0,2021-06-19
507,1032.0,16.0,2021-08-16
507,3892.0,21.0,2021-08-29
507,2448.0,18.0,2021-09-07
507,3141.0,20.0,2021-10-06
508,4290.0,14.0,2021-01-05
508,936.0,9.0,2021-01-25
508,4330.0,22.0,2021-01-26
508,4511.0,17.0,2021-03-21
508,3172.0,21.0,2021-04-06
508,3435.0,21.0,2021-05-20
508,3302.0,25.0,2021-06-13
508,3152.0,19.0,2021-06-24
508,3429.0,12.0,2021-07-30
509,2916.0,11.0,2021-03-10
509,2335.0,11.0,2021-04-20
509,2554.0,19.0,2021-08-04
509,2827.0,18.0,2021-10-25
509,3160.0,17.0,2021-11-23
510,3343.0,15.0,2021-01-07
510,822.0,9.0,2021-03-12
510,3574.0,20.0,2021-07-23
510,3323.0,19.0,2021-08-30
510,3701.0,20.0,2021-09-06
510,524.0,9.0,2021-09-28
510,2743.0,20.0,2021-10-20
510,958.0,11.0,2021-10-24
510,3655.0,23.0,2021-11-02
511,778.0,14.0,2021-02-08
511,3573.0,20.0,2021-02-18
511,4651.0,24.0,2021-02-26
511,4732.0,21.0,2021-03-22
511,3401.0,24.0,2021-03-25
511,4204.0,22.0,2021-04-28
511,2941.0,20.0,2021-05-20
511,3268.0,19.0,2021-07-05
511,3349.0,18.0,2021-08-08
511,2659.0,17.0,2021-08-21
511,3823.0,22.0,2021-09-21
511,4380.0,24.0,2021-09-29
511,2302.0,14.0,2021-10-13
511,2805.0,15.0,2021-11-01
511,2913.0,29.0,2021-11-27
511,3030.0,23.0,2021-12-09
512,3607.0,18.0,2021-01-15
512,3001.0,19.0,2021-03-27
512,3250.0,14.0,2021-04-27
512,2740.0,21.0,2021-05-31
512,4056.0,17.0,2021-07-15
512,2811.0,18.0,2021-10-01
512,2672.0,23.0,2021-10-13
512,3847.0,31.0,2021-10-17
513,3641.0,23.0,2021-01-09
513,3001.0,31.0,2021-02-04
513,2936.0,14.0,2021-04-06
513,2566.0,19.0,2021-04-07
513,3717.0,21.0,2021-04-25
513,4671.0,18.0,2021-06-09
513,3840.0,14.0,2021-09-21
513,3392.0,22.0,2021-12-20
514,911.0,10.0,2021-03-21
514,3581.0,19.0,2021-03-24
514,3251.0,22.0,2021-04-02
514,3193.0,20.0,2021-04-28
514,1063.0,12.0,2021-06-19
514,2735.0,15.0,2021-07-25
514,960.0,11.0,2021-08-28
514,3648.0,21.0,2021-12-20
515,4473.0,21.0,2021-01-14
515,3494.0,21.0,2021-01-25
515,4409.0,27.0,2021-02-16
515,3934.0,26.0,2021-03-06
515,1277.0,8.0,2021-04-10
515,4250.0,19.0,2021-04-14
515,3460.0,14.0,2021-05-15
515,3074.0,20.0,2021-06-03
515,3516.0,21.0,2021-07-03
515,3433.0,26.0,2021-10-01
515,3707.0,25.0,2021-10-14
515,3919.0,29.0,2021-10-21
515,2731.0,10.0,2021-12-02
516,3985.0,15.0,2021-02-14
516,2762.0,19.0,2021-03-26
516,3306.0,22.0,2021-05-10
516,2864.0,21.0,2021-05-25
516,3344.0,17.0,2021-06-10
516,4037.0,33.0,2021-07-01
516,3954.0,25.0,2021-07-20
516,4754.0,23.0,2021-09-05
516,3212.0,20.0,2021-09-09
516,2084.0,15.0,2021-12-10
517,4342.0,20.0,2021-03-25
517,4135.0,20.0,2021-05-05
517,2717.0,20.0,2021-08-31
517,3740.0,13.0,2021-11-18
517,1752.0,16.0,2021-12-24
518,4081.0,33.0,2021-01-10
518,2835.0,23.0,2021-04-23
518,3750.0,21.0,2021-07-12
518,4002.0,20.0,2021-08-09
519,2813.0,25.0,2021-01-13
519,3941.0,26.0,2021-02-27
519,2044.0,16.0,2021-03-19
519,3179.0,22.0,2021-04-13
519,3199.0,18.0,2021-05-27
519,2874.0,22.0,2021-08-23
519,2820.0,18.0,2021-09-27
519,2953.0,18.0,2021-10-24
519,2738.0,28.0,2021-11-10
519,2945.0,17.0,2021-11-11
519,4032.0,18.0,2021-11-19
519,2841.0,25.0,2021-12-06
520,2918.0,21.0,2021-05-26
520,2978.0,16.0,2021-06-11
520,2887.0,11.0,2021-06-12
520,3083.0,20.0,2021-08-05
520,3572.0,17.0,2021-09-25
520,3610.0,14.0,2021-10-31
520,3317.0,21.0,2021-12-08
520,3076.0,15.0,2021-12-25
521,3202.0,17.0,2021-01-07
521,3593.0,20.0,2021-01-10
521,3280.0,12.0,2021-02-02
521,2902.0,17.0,2021-02-28
521,2506.0,15.0,2021-03-15
521,2757.0,19.0,2021-03-20
521,3519.0,19.0,2021-03-25
521,3521.0,30.0,2021-03-31
521,4861.0,26.0,2021-07-12
521,3047.0,17.0,2021-09-10
522,3707.0,34.0,2021-03-20
522,3640.0,32.0,2021-04-01
522,2975.0,15.0,2021-04-12
522,4373.0,30.0,2021-06-24
522,4007.0,28.0,2021-08-17
522,3016.0,16.0,2021-11-28
523,4078.0,19.0,2021-02-12
523,3296.0,11.0,2021-03-23
523,3035.0,21.0,2021-04-29
523,3251.0,18.0,2021-05-10
523,3964.0,18.0,2021-05-22
523,4147.0,15.0,2021-07-05
523,3929.0,12.0,2021-07-12
523,4333.0,25.0,2021-07-13
523,3703.0,33.0,2021-08-09
523,3093.0,17.0,2021-10-28
523,3986.0,28.0,2021-11-26
523,4823.0,22.0,2021-12-12
524,3900.0,28.0,2021-01-27
524,3144.0,11.0,2021-02-27
524,4893.0,32.0,2021-04-22
524,2523.0,13.0,2021-05-20
524,3810.0,20.0,2021-06-10
524,4938.0,19.0,2021-07-10
524,3117.0,14.0,2021-07-16
524,2416.0,23.0,2021-07-17
524,2208.0,18.0,2021-09-17
524,1629.0,10.0,2021-09-23
525,4268.0,27.0,2021-02-25
525,3244.0,12.0,2021-03-01
525,2704.0,14.0,2021-03-06
525,3672.0,16.0,2021-04-28
525,3686.0,25.0,2021-05-28
525,2808.0,12.0,2021-08-09
525,2470.0,15.0,2021-10-30
525,2948.0,15.0,2021-11-09
526,3432.0,16.0,2021-01-04
526,2473.0,22.0,2021-01-17
526,4569.0,21.0,2021-02-14
526,4389.0,14.0,2021-03-11
526,3227.0,22.0,2021-05-01
526,2846.0,14.0,2021-05-26
526,2922.0,25.0,2021-06-09
526,2594.0,17.0,2021-09-17
526,3654.0,18.0,2021-09-20
526,3272.0,26.0,2021-11-09
526,2731.0,22.0,2021-12-11
527,2775.0,22.0,2021-01-08
527,3315.0,21.0,2021-01-13
527,3126.0,17.0,2021-01-17
527,3253.0,21.0,2021-03-29
527,4178.0,19.0,2021-04-20
527,2457.0,21.0,2021-04-22
527,4392.0,23.0,2021-07-22
527,3382.0,20.0,2021-08-28
527,4370.0,22.0,2021-09-15
527,3129.0,15.0,2021-10-19
527,3035.0,18.0,2021-11-06
527,3559.0,15.0,2021-12-16
527,3225.0,18.0,2021-12-26
528,616.0,14.0,2021-04-27
528,2851.0,14.0,2021-08-06
528,4112.0,21.0,2021-08-10
528,3058.0,18.0,2021-09-06
528,4509.0,19.0,2021-10-06
528,4790.0,25.0,2021-10-12
528,2833.0,15.0,2021-12-11
529,3009.0,17.0,2021-04-28
529,3697.0,12.0,2021-05-01
529,3300.0,13.0,2021-07-24
529,3041.0,19.0,2021-08-08
529,1419.0,7.0,2021-08-14
529,2982.0,21.0,2021-09-01
529,3112.0,13.0,2021-09-13
529,3943.0,20.0,2021-10-10
529,2543.0,11.0,2021-11-08
530,3337.0,21.0,2021-01-17
530,3087.0,16.0,2021-01-22
530,3368.0,13.0,2021-03-09
530,3168.0,18.0,2021-05-18
530,2879.0,21.0,2021-06-10
530,2181.0,19.0,2021-07-08
530,2964.0,16.0,2021-08-20
530,3097.0,23.0,2021-08-29
530,4173.0,14.0,2021-08-29
530,3678.0,25.0,2021-10-09
530,1105.0,14.0,2021-11-18
531,2961.0,25.0,2021-01-01
531,2972.0,16.0,2021-03-01
531,3432.0,20.0,2021-03-02
531,3495.0,19.0,2021-03-29
531,4550.0,24.0,2021-06-01
531,3162.0,24.0,2021-07-02
531,3164.0,10.0,2021-07-18
531,2358.0,21.0,2021-07-29
531,3544.0,12.0,2021-08-03
531,3225.0,19.0,2021-09-03
531,3221.0,19.0,2021-09-04
532,2923.0,22.0,2021-02-28
532,3886.0,16.0,2021-03-09
532,3247.0,13.0,2021-04-05
532,2882.0,19.0,2021-06-26
532,3364.0,27.0,2021-12-21
533,3721.0,15.0,2021-03-14
533,2959.0,22.0,2021-04-27
533,2919.0,18.0,2021-05-09
533,2719.0,22.0,2021-08-05
533,2615.0,25.0,2021-09-09
533,2413.0,19.0,2021-11-06
533,2900.0,17.0,2021-12-23
534,1220.0,13.0,2021-03-27
534,2558.0,20.0,2021-05-02
534,2835.0,19.0,2021-05-13
534,4841.0,24.0,2021-05-19
534,4346.0,24.0,2021-06-23
534,3278.0,24.0,2021-07-15
534,3046.0,17.0,2021-08-05
534,2949.0,23.0,2021-08-12
534,3089.0,19.0,2021-08-13
534,3786.0,16.0,2021-09-11
534,670.0,11.0,2021-11-01
534,3123.0,19.0,2021-12-18
535,2877.0,27.0,2021-01-07
535,2802.0,13.0,2021-02-17
535,4217.0,24.0,2021-03-18
535,3481.0,24.0,2021-04-30
535,3287.0,16.0,2021-05-25
535,2728.0,22.0,2021-05-28
535,3581.0,19.0,2021-06-06
535,3482.0,16.0,2021-07-10
535,3691.0,20.0,2021-08-30
536,3158.0,20.0,2021-01-01
536,2903.0,14.0,2021-01-22
536,4492.0,26.0,2021-01-23
536,827.0,7.0,2021-02-23
536,4002.0,23.0,2021-03-26
536,2257.0,18.0,2021-06-28
536,3306.0,14.0,2021-07-05
536,3200.0,15.0,2021-07-22
536,2557.0,10.0,2021-09-21
536,2356.0,17.0,2021-10-05
536,3460.0,28.0,2021-10-25
536,3986.0,17.0,2021-10-29
536,3259.0,24.0,2021-12-08
536,2794.0,19.0,2021-12-27
537,3425.0,12.0,2021-01-15
537,2999.0,13.0,2021-01-27
537,4075.0,21.0,2021-03-22
537,3511.0,16.0,2021-04-05
537,2338.0,20.0,2021-04-14
537,3024.0,18.0,2021-06-08
537,3309.0,27.0,2021-09-01
537,3605.0,30.0,2021-09-25
537,3189.0,17.0,2021-10-22
537,3052.0,22.0,2021-12-02
537,3163.0,16.0,2021-12-21
538,3009.0,10.0,2021-01-23
538,3502.0,27.0,2021-03-05
538,2402.0,13.0,2021-03-13
538,3580.0,25.0,2021-08-27
538,3032.0,16.0,2021-10-05
539,3921.0,20.0,2021-02-28
539,2942.0,16.0,2021-03-15
539,3254.0,18.0,2021-05-15
539,3497.0,34.0,2021-06-16
539,3368.0,14.0,2021-06-17
539,2776.0,17.0,2021-06-18
539,1172.0,14.0,2021-07-23
539,3201.0,24.0,2021-10-09
539,3099.0,21.0,2021-11-17
539,1197.0,15.0,2021-11-23
540,4446.0,37.0,2021-02-15
540,4080.0,21.0,2021-03-07
540,2950.0,20.0,2021-03-24
540,4407.0,13.0,2021-05-14
540,4518.0,20.0,2021-06-12
540,4717.0,23.0,2021-06-18
540,3614.0,20.0,2021-07-09
540,4302.0,28.0,2021-07-16
540,4181.0,13.0,2021-07-17
540,3326.0,15.0,2021-10-05
540,3143.0,22.0,2021-10-29
540,1966.0,20.0,2021-11-10
540,4299.0,30.0,2021-12-09
